366;100
0;0;91690000384.000000;57240002560.000000
0;1;-51729997824.000000;-45639999488.000000
0;2;74210009088.000000;87160004608.000000
0;3;-81579999232.000000;-97119993856.000000
0;4;74100006912.000000;-36409999360.000000
0;5;-62119997440.000000;81270005760.000000
0;6;78069997568.000000;-75790000128.000000
0;7;62819999744.000000;24549998592.000000
0;8;-56869998592.000000;95580004352.000000
0;9;-78390001664.000000;-44649996288.000000
0;10;-20999995392.000000;91869995008.000000
0;11;-53329997824.000000;-27150000128.000000
0;12;-78749999104.000000;73710002176.000000
0;13;1949999104.000000;-87359995904.000000
0;14;-53249998848.000000;29380001792.000000
0;15;98549997568.000000;31419998208.000000
0;16;-89829998592.000000;49320009728.000000
0;17;-23950000128.000000;21810003968.000000
0;18;-9899999232.000000;82399993856.000000
0;19;-96969998336.000000;14220001280.000000
0;20;26369998848.000000;-49509998592.000000
0;21;-93099999232.000000;-20509999104.000000
0;22;51849994240.000000;-29619994624.000000
0;23;-57869996032.000000;68580007936.000000
0;24;51170009088.000000;62150008832.000000
0;25;29410000896.000000;57899999232.000000
0;26;-81150001152.000000;-89289998336.000000
0;27;-48689999872.000000;64389996544.000000
0;28;-4329996288.000000;83970007040.000000
0;29;51470000128.000000;-83449995264.000000
0;30;95690006528.000000;-13619994624.000000
0;31;25699999744.000000;-90950000640.000000
0;32;97370005504.000000;63360000000.000000
0;33;-44349997056.000000;-61949997056.000000
0;34;-55399997440.000000;-95260000256.000000
0;35;16720003072.000000;34280005632.000000
0;36;86999998464.000000;13669998592.000000
0;37;86340001792.000000;-48229998592.000000
0;38;65899995136.000000;-11769995264.000000
0;39;-4769996800.000000;98510004224.000000
0;40;-25079996416.000000;-38069997568.000000
0;41;97899995136.000000;-34179997696.000000
0;42;-9279995904.000000;3799998464.000000
0;43;21049999360.000000;70950002688.000000
0;44;69550006272.000000;-16059998208.000000
0;45;-66669998080.000000;38649995264.000000
0;46;-27329994752.000000;-16129998848.000000
0;47;-95940001792.000000;-22319996928.000000
0;48;32890003456.000000;-68189995008.000000
0;49;71680008192.000000;93960003584.000000
0;50;-7520002048.000000;-2859999232.000000
0;51;-19449995264.000000;-66069995520.000000
0;52;88460009472.000000;-50129997824.000000
0;53;-52499996672.000000;72329994240.000000
0;54;55680000000.000000;-55779999744.000000
0;55;60809994240.000000;-79970000896.000000
0;56;25040003072.000000;-78620000256.000000
0;57;-97949999104.000000;-24599994368.000000
0;58;27590000640.000000;3930005504.000000
0;59;16469999616.000000;11490000896.000000
0;60;81539997696.000000;-55659999232.000000
0;61;-1420001280.000000;78890000384.000000
0;62;79749996544.000000;-99740000256.000000
0;63;-35219996672.000000;8830001152.000000
0;64;71990009856.000000;96449994752.000000
0;65;12380004352.000000;-64579997696.000000
0;66;39929995264.000000;-70559997952.000000
0;67;6769999872.000000;-98809995264.000000
0;68;25359998976.000000;49569996800.000000
0;69;18289999872.000000;24479997952.000000
0;70;8910004224.000000;-93789995008.000000
0;71;-40659996672.000000;-93440000000.000000
0;72;71069999104.000000;-75490000896.000000
0;73;-25300000768.000000;-14779998208.000000
0;74;-68459995136.000000;18330001408.000000
0;75;14340005888.000000;51440001024.000000
0;76;33770004480.000000;9980002304.000000
0;77;4280000512.000000;5589999616.000000
0;78;88399994880.000000;-18179997696.000000
0;79;40660000768.000000;17379999744.000000
0;80;-20820000768.000000;-63409999872.000000
0;81;-82770001920.000000;-71280001024.000000
0;82;66330009600.000000;38849994752.000000
0;83;62560002048.000000;8719998976.000000
0;84;-40939999232.000000;-48089997312.000000
0;85;83959996416.000000;-16610000896.000000
0;86;-65869996032.000000;-65459998720.000000
0;87;2380005376.000000;75709997056.000000
0;88;-89859997696.000000;91039997952.000000
0;89;-87069999104.000000;-32019996672.000000
0;90;11560001536.000000;23509999616.000000
0;91;94679998464.000000;16980000768.000000
0;92;79160008704.000000;-32839999488.000000
0;93;-70030000128.000000;-2929999872.000000
0;94;24989999104.000000;86820003840.000000
0;95;97499996160.000000;39170007040.000000
0;96;87250001920.000000;-10040000512.000000
0;97;-92840001536.000000;53839994880.000000
0;98;-73300000768.000000;8449998848.000000
0;99;87089995776.000000;33709998080.000000
1;0;96079290368.000000;55339548672.000000
1;1;-55361388544.000000;-44633268224.000000
1;2;69177384960.000000;88394833920.000000
1;3;-80379387904.000000;-100730650624.000000
1;4;78642225152.000000;-40736047104.000000
1;5;-66267717632.000000;79662964736.000000
1;6;74818592768.000000;-73253470208.000000
1;7;59345166336.000000;27714830336.000000
1;8;-56451129344.000000;91345715200.000000
1;9;-81425752064.000000;-46138322944.000000
1;10;-17256110080.000000;93458374656.000000
1;11;-48295813120.000000;-22538313728.000000
1;12;-76835028992.000000;69923086336.000000
1;13;-1296740096.000000;-85669494784.000000
1;14;-52402413568.000000;29414733824.000000
1;15;100837695488.000000;34862694400.000000
1;16;-88369143808.000000;44452233216.000000
1;17;-24593334272.000000;22427936768.000000
1;18;-12126009344.000000;78440972288.000000
1;19;-99574956032.000000;9833819136.000000
1;20;22268418048.000000;-53168349184.000000
1;21;-97372651520.000000;-18360713216.000000
1;22;49017454592.000000;-25454651392.000000
1;23;-57287315456.000000;69781143552.000000
1;24;53606490112.000000;64208576512.000000
1;25;33625628672.000000;57904144384.000000
1;26;-82601525248.000000;-91845189632.000000
1;27;-49990664192.000000;66314297344.000000
1;28;-7142316032.000000;83328229376.000000
1;29;46404714496.000000;-82962702336.000000
1;30;99006726144.000000;-14286657536.000000
1;31;28610816000.000000;-89273491456.000000
1;32;99616235520.000000;63831744512.000000
1;33;-48527781888.000000;-62769586176.000000
1;34;-59876900864.000000;-92718800896.000000
1;35;12822153216.000000;29620625408.000000
1;36;84897890304.000000;12719253504.000000
1;37;90338418688.000000;-43153309696.000000
1;38;68162293760.000000;-16238085120.000000
1;39;-1607756800.000000;103596548096.000000
1;40;-25866409984.000000;-40383098880.000000
1;41;93555802112.000000;-32196599808.000000
1;42;-12676034560.000000;5315800064.000000
1;43;25654427648.000000;67592327168.000000
1;44;68798840832.000000;-16325937152.000000
1;45;-64861298688.000000;36653637632.000000
1;46;-30658121728.000000;-20624007168.000000
1;47;-91998085120.000000;-20932239360.000000
1;48;36797186048.000000;-69561163776.000000
1;49;68642701312.000000;95246155776.000000
1;50;-12693115904.000000;1246765568.000000
1;51;-15955461120.000000;-63466590208.000000
1;52;85672574976.000000;-54106124288.000000
1;53;-52245979136.000000;72383389696.000000
1;54;60340416512.000000;-55778963456.000000
1;55;61011652608.000000;-81560453120.000000
1;56;21551689728.000000;-81581621248.000000
1;57;-101858213888.000000;-23502022656.000000
1;58;23650678784.000000;318831104.000000
1;59;19190562816.000000;8316874752.000000
1;60;77104046080.000000;-59946647552.000000
1;61;-3930094080.000000;82824134656.000000
1;62;76545245184.000000;-100069703680.000000
1;63;-32924520448.000000;7091287552.000000
1;64;68177178624.000000;93025443840.000000
1;65;14335927296.000000;-68478365696.000000
1;66;42593017856.000000;-70815571968.000000
1;67;5244867072.000000;-94834900992.000000
1;68;22620254208.000000;53517611008.000000
1;69;20079517696.000000;21936209920.000000
1;70;11393140736.000000;-93876051968.000000
1;71;-39072137216.000000;-96244023296.000000
1;72;71464501248.000000;-77838868480.000000
1;73;-26976505856.000000;-10691377152.000000
1;74;-67238645760.000000;20086341632.000000
1;75;15057989632.000000;50544205824.000000
1;76;32303450112.000000;11885122560.000000
1;77;1288314112.000000;5834166272.000000
1;78;86133547008.000000;-20352612352.000000
1;79;45351522304.000000;19985477632.000000
1;80;-24251809792.000000;-58384113664.000000
1;81;-83973210112.000000;-74700406784.000000
1;82;71143350272.000000;39351803904.000000
1;83;66852872192.000000;12883787776.000000
1;84;-38782935040.000000;-47956250624.000000
1;85;79462875136.000000;-12225892352.000000
1;86;-69046231040.000000;-68400881664.000000
1;87;5522027520.000000;72549826560.000000
1;88;-89661972480.000000;86318931968.000000
